D102300,1,0,0.014492754,0,0.007380074,0,0.00952381,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.001838235,0.001416431,0,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.006578947,0,0,0.027777778,0,0,0,0.00862069,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0.010752688,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002257336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007407407,0,0,0.008695652,0,0.00617284,0,0.001785714,0,0,0,0.005813953,0.032258065,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.047619048,0.0625,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009569378,0,0,0,0,0.007518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0.026315789,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0.008849558,0.027777778,0.00952381,0.007575758,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.00877193,0.00877193,0.008849558,0.008849558,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0.005154639,0,0
D102400,0,1,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D102500,0.014492754,0.015384615,1,0,0.015243902,0.023529412,0.018404908,0,0,0,0,0.015384615,0,0.028846154,0.025641026,0,0.034482759,0.014563107,0.014705882,0,0,0.00877193,0.00656168,0.01497006,0,0,0,0,0,0,0,0,0.012987013,0.020942408,0,0,0,0.009174312,0.025089606,0.018518519,0.011627907,0,0.008928571,0.015151515,0,0,0.035714286,0,0,0,0,0,0,0.015151515,0.016483516,0,0,0,0.007490637,0,0,0.039473684,0.014705882,0,0,0,0.098591549,0,0,0,0,0.019138756,0,0,0.031914894,0,0.010752688,0.014925373,0.035087719,0,0,0.014388489,0.015748031,0.015384615,0.01010101,0.034482759,0.007407407,0,0,0,0,0,0,0,0,0.010638298,0,0,0.051383399,0,0,0.005847953,0.039473684,0.040540541,0.926470588,0,0,0.034482759,0.032679739,0,0,0,0.012345679,0.012345679,0.011887073,0.0125,0,0.028169014,0.007438895,0,0,0,0.009661836,0,0.013157895,0,0.0078125,0,0,0,0,0.011904762,0,0,0.020408163,0,0,0,0,0,0.029850746,0.03030303,0,0,0.015544041,0.015151515,0.020689655,0.024561404,0.010638298,0.01312336,0.037558685,0.019704433,0,0.018018018,0,0.021929825,0.022222222,0.008695652,0,0,0.013333333,0,0,0.009174312,0,0.024896266,0.010526316,0,0,0.012987013,0,0,0,0,0,0.012820513,0,0.014492754,0,0,0.021126761,0,0,0,0,0,0.007117438,0.007462687,0,0,0,0.014285714,0,0.019047619,0.012345679,0.013157895,0.032967033,0,0,0,0,0,0,0,0,0,0,0.008695652,0,0,0,0.014981273,0,0.012820513,0.012345679,0,0.021052632,0,0.014925373,0,0,0,0,0.015463918,0,0.014925373,0,0,0,0.014084507,0,0,0,0.025252525,0,0,0.01369863,0,0,0,0,0,0.022988506,0,0,0.023121387,0,0,0,0.010869565,0.022988506,0.020618557,0,0,0.021126761,0,0.030769231,0.011126565,0,0.017094017,0.015037594,0,0,0.01369863,0,0.014492754,0.01,0.014925373,0,0.023529412,0.010416667,0.018404908,0.021164021,0,0.015384615,0,0.013888889,0,0,0,0,0.015151515,0,0,0,0,0,0.004444444,0,0,0.023391813,0.023391813,0.023529412,0.023529412,0,0,0.039473684,0,0.010869565,0,0.021164021,0,0,0.006944444,0,0.004237288,0.045081967,0,0
D103285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001424501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D103780,0.007380074,0,0.015243902,0,1,0.013986014,0.033613445,0.003731343,0,0,0,0.003731343,0,0.006493506,0.014336918,0.003690037,0.009375,0.01980198,0,0.003610108,0,0.022675737,0.024287223,0.024418605,0,0.01384083,0,0,0,0,0,0,0.007168459,0.047368421,0,0.003558719,0.003558719,0.012944984,0.01875,0.026229508,0.013986014,0,0.028776978,0,0.003472222,0,0.020527859,0,0,0,0,0,0,0.003717472,0.025044723,0.003690037,0,0,0.023861171,0,0,0.008379888,0,0.021505376,0.035460993,0,0.003571429,0.003533569,0.003571429,0,0,0.01216545,0,0,0.041666667,0,0.013651877,0,0.016042781,0.007352941,0,0.055214724,0.01529052,0.003731343,0,0.009375,0.008928571,0,0.012820513,0.013114754,0,0,0.007017544,0.003690037,0,0.013605442,0.003676471,0,0.051569507,0.007352941,0.009876543,0.002673797,0.008379888,0.017094017,0.021406728,0,0,0.044378698,0.049418605,0.003731343,0.021352313,0,0.003521127,0.003521127,0.029103609,0,0,0,0.097235462,0,0.018987342,0.00330033,0.012285012,0,0.003584229,0,0.006060606,0,0.025641026,0,0.007407407,0.010526316,0.010830325,0,0.006644518,0,0.00330033,0,0.003508772,0,0,0.016348774,0,0,0.015267176,0,0.029325513,0.069114471,0.006756757,0.084714549,0.03163017,0.032581454,0,0.006369427,0,0.011600928,0.017241379,0.015923567,0,0,0.003597122,0,0,0.012944984,0.00310559,0.020408163,0.006734007,0.003717472,0,0,0.007380074,0.007407407,0.007407407,0,0,0,0,0,0.006944444,0,0.076419214,0,0,0,0,0,0.029661017,0.015015015,0,0,0.003703704,0.003663004,0,0.006493506,0.007067138,0.003584229,0.006779661,0.012861736,0,0,0.006968641,0.011961722,0.019417476,0,0.003717472,0.011695906,0,0.006309148,0,0,0,0.046357616,0,0,0.019444444,0.014035088,0.055851064,0,0,0,0.003448276,0,0.003610108,0.015228426,0,0,0,0.007462687,0,0,0.003571429,0,0,0.074074074,0.003690037,0.003731343,0.046121593,0,0,0,0,0,0.006896552,0,0.003378378,0.027027027,0,0,0.003690037,0.020689655,0.061281337,0.016835017,0.003558719,0,0.029585799,0.003663004,0.027439024,0.028761062,0,0.016129032,0.046460177,0,0,0.007272727,0,0.003676471,0.009966777,0.003703704,0.003649635,0.058988764,0.013513514,0.033613445,0.012787724,0,0,0,0.022222222,0.003154574,0,0.003717472,0,0.003717472,0,0.003649635,0.003649635,0.003649635,0.003649635,0.007042254,0,0,0.058823529,0.058823529,0.058988764,0.058988764,0,0,0.008379888,0,0.003389831,0.003676471,0.061662198,0,0.003378378,0.011627907,0,0.006864989,0.052873563,0,0
D104130,0,0,0.023529412,0,0.013986014,1,0.016528926,0,0,0,0,0,0.045454545,0,0.681818182,0,0.026666667,0.012195122,0,0,0,0.004537205,0.006954103,0.003159558,0,0,0,0.037037037,0,0,0,0,0.060606061,0.020134228,0,0,0,0,0.004132231,0.015151515,0,0,0.005494505,0,0,0,0.00990099,0,0,0,0,0,0,0,0.009259259,0,0,0,0.008928571,0,0,0,0,0,0,0,0,0.027027027,0.029411765,0,0,0,0,0,0.038461538,0,0,0,0.015151515,0,0.034482759,0.031578947,0.011764706,0,0,0.026666667,0,0,0,0,0,0,0.025,0,0,0,0,0,0.013636364,0,0.00617284,0,0,0.018348624,0.023255814,0,0,0.009433962,0.00877193,0,0,0,0,0,0.012698413,0,0,0,0.004439512,0,0,0.01754386,0,0,0,0,0.011764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013245033,0,0.009615385,0.008097166,0,0.008823529,0,0.005217391,0,0,0,0.005291005,0,0,0,0,0,0,0,0,0.013157895,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016460905,0,0,0,0,0,0.021276596,0.010989011,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0.048780488,0.011428571,0.014705882,0,0,0,0,0,0,0,0,0.008849558,0,0,0.008333333,0.023809524,0,0,0,0,0,0,0.032258065,0.013157895,0.038461538,0.041666667,0,0,0,0,0,0,0,0,0,0,0.007968127,0,0,0,0,0,0,0,0,0.015151515,0,0,0.04,0.020408163,0,0,0,0,0.00990099,0,0.034090909,0.01183432,0,0,0.008888889,0,0,0,0,0,0,0,0,0,0.018867925,0.016528926,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.014354067,0,0
D104300,0.00952381,0,0.018404908,0,0.033613445,0.016528926,1,0.00990099,0,0,0.009803922,0,0,0.007042254,0.01754386,0,0.019607843,0.042553191,0,0,0,0.01977644,0.013888889,0.022922636,0,0.008,0,0,0,0,0,0,0.036363636,0.776923077,0,0.00877193,0.00877193,0.028169014,0.042071197,0.028169014,0.051282051,0,0.007692308,0,0,0,0.034285714,0,0,0,0,0,0,0,0.03307888,0,0,0,0.016666667,0,0,0.031914894,0,0.017241379,0.008064516,0,0.008849558,0.00862069,0.008849558,0,0,0.016326531,0,0.008928571,0.031007752,0,0.007751938,0,0.033980583,0,0.009259259,0.023121387,0.02484472,0,0,0.019607843,0.005847953,0.009803922,0,0,0,0,0.016949153,0,0,0.015503876,0,0,0.044982699,0,0.004149378,0.004830918,0.031914894,0.038251366,0.030864198,0,0,0.094117647,0.08988764,0,0.008403361,0,0.008547009,0.008547009,0.031654676,0,0,0.009259259,0.034700315,0,0,0.045801527,0.01659751,0,0,0,0.03125,0,0.008928571,0,0,0.016806723,0.018018018,0,0.014925373,0,0.007352941,0,0.017094017,0,0,0.01980198,0,0,0.013100437,0,0.039548023,0.43231441,0,0.034313725,0.032128514,0.028169014,0,0.020547945,0,0.022813688,0.024,0.013333333,0.009803922,0,0,0,0,0.028169014,0.006451613,0.029090909,0.015384615,0,0,0.017857143,0.00952381,0.009615385,0.009615385,0,0,0.017699115,0,0,0.008196721,0,0.044871795,0,0,0,0,0,0.04248366,0.005882353,0,0,0,0,0,0.014184397,0,0,0.023622047,0.01369863,0,0,0.016666667,0.015873016,0.01369863,0,0,0.022857143,0,0.013333333,0,0,0,0.04778157,0,0.017699115,0.041666667,0.016666667,0.013215859,0,0,0,0,0,0.009090909,0.021929825,0,0,0,0,0,0.018867925,0.008849558,0.067961165,0,0.043668122,0,0,0.047318612,0,0,0,0,0,0.033057851,0,0.007751938,0.049261084,0,0,0,0.0078125,0.009433962,0.022727273,0.00877193,0,0.040229885,0,0.0625,0.029689609,0,0.018587361,0.047945205,0,0,0.009174312,0,0,0.007352941,0,0.018867925,0.009615385,0.007575758,1,0.017777778,0,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0,0.019455253,0,0,0.009569378,0.009569378,0.009615385,0.009615385,0,0.00990099,0.031914894,0,0.015748031,0.00952381,0.013274336,0,0,0.052325581,0,0.018656716,0.04676259,0,0
D104310,0,0,0,0,0.003731343,0,0.00990099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001132503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405286,0,0,0,0.001798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004329004,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.005263158,0,0
D106100,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0.014925373,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0.009852217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0.006289308,0.001788909,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.010416667,0,0
D106400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0.000919963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003257329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001129944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0,0.006329114,0.001792115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006369427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
